Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address,Apartment,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards,Yearly Income,Per Capita Inc,User,Total_Credit_Limit,Num_Cards,CUR,Txn_Count,Total_Spend,Mean_Txn,Std_Txn,Max_Txn,CL_Quintile
Justice Davis,49,69,1970,10,Female,990 Burns Boulevard,,Gastonia,NC,28056,35.25,-81.17,$23879,$48688,81995.0,679,1,48688.0,23879.0,1596,17100.0,1,100.0,35250,2049602.62,58.144755177304965,62.78304654049547,1447.28,2
Veronica Lewis,50,68,1969,9,Female,9794 Essex Lane,5.0,Seattle,WA,98117,47.68,-122.38,$35031,$71427,115702.0,709,3,71427.0,35031.0,1597,82117.0,3,100.0,15732,666734.85,42.380806636155604,95.77480568498126,1838.13,5
Eduardo Murphy,60,65,1959,12,Male,53 Madison Street,,Kennett Square,PA,19348,39.84,-75.71,$34744,$70840,52578.0,736,4,70840.0,34744.0,1598,79900.0,4,65.80475594493116,8642,566542.86,65.55691506595696,102.1218508512563,2890.23,5
Reese Torres,32,66,1988,2,Female,8445 11th Lane,9.0,Fort Mill,SC,29707,34.99,-80.86,$26878,$54804,172493.0,687,2,54804.0,26878.0,1599,34200.0,2,100.0,14443,983548.04,68.09859724433983,82.47408681643222,1214.65,3
Mohamed Perez,88,57,1931,9,Male,636 Main Avenue,,Buchanan Dam,TX,78609,30.79,-98.43,$13088,$22371,994.0,700,4,22371.0,13088.0,1600,28604.0,4,3.4750384561599774,7308,266994.92000000004,36.53460864805693,67.41557676620337,944.94,3
Tommy Brown,51,65,1968,11,Male,1209 George Drive,,Fayetteville,NC,28312,34.93,-78.72,$18376,$37467,50461.0,784,4,37467.0,18376.0,1601,16467.0,4,100.0,10339,385534.02,37.28929490279524,64.41876034236299,822.43,2
Jaxen Faraday,32,71,1987,11,Male,2426 Littlewood Avenue,10.0,Saint Paul,MN,55101,44.94,-93.1,$30650,$62492,18680.0,686,3,62492.0,30650.0,1602,43143.0,3,43.29786987460306,10229,360333.51,35.22666047511976,89.83789946304259,1219.54,3
Westin Jackson,42,67,1977,8,Male,9387 Lincoln Boulevard,5.0,Clever,MO,65631,37.02,-93.47,$17222,$35119,57463.0,850,3,35119.0,17222.0,1603,31953.0,3,100.0,15448,573913.03,37.15128366131538,79.90447646490344,790.54,3
Emmeline Cox,63,66,1957,1,Female,13 Sixth Boulevard,,San Diego,CA,92105,32.73,-117.08,$13805,$28147,25987.0,756,7,28147.0,13805.0,1604,47675.0,7,54.508652333508124,33079,723087.0,21.85939720064089,40.28612696470566,899.4,4
Rocky Adams,19,62,2001,1,Male,3804 Ninth Street,8477.0,Norcross,GA,30092,33.94,-84.2,$31677,$64585,121851.0,665,1,64585.0,31677.0,1605,31916.0,1,100.0,206,19097.280000000002,92.70524271844661,107.92313021150667,606.01,3
Dario Thompson,33,69,1986,6,Male,81 Wessex Drive,,Stockton,CA,95210,38.02,-121.3,$14709,$29996,44313.0,809,4,29996.0,14709.0,1606,21607.0,4,100.0,18379,616252.47,33.5302502856521,40.81170503565265,752.94,2
Ariyah Phillips,61,67,1959,1,Female,2111 Burns Street,,El Paso,TX,79928,31.65,-106.15,$14322,$29206,25966.0,716,6,29206.0,14322.0,1607,43515.0,6,59.671377685855454,23714,664327.6100000001,28.014152399426504,45.55295245292665,902.78,4
Francis Brooks,51,69,1968,8,Male,932 Bayview Avenue,,Prairie Village,KS,66208,38.9,-94.68,$41663,$84944,57746.0,713,3,84944.0,41663.0,1608,59424.0,3,97.17622509423802,30748,1770593.38,57.58401782229738,90.413091186856,5120.9,4
Emma Ross,21,71,1998,3,Female,7469 El Camino Street,,Dearborn,MI,48126,42.31,-83.21,$11773,$24006,57226.0,801,2,24006.0,11773.0,1609,10762.0,2,100.0,277,5182.299999999999,18.708664259927794,57.91727088224069,193.23,1
Eliseo Price,50,62,1969,11,Male,6669 Burns Street,,Torrington,CT,6790,41.83,-73.12,$22401,$45674,83331.0,717,1,45674.0,22401.0,1610,4200.0,1,100.0,1062,46307.93000000001,43.604453860640305,57.244359264818264,412.0,1
Jayde Powell,48,75,1972,1,Female,6126 Ocean View Boulevard,,Lapel,IN,46051,40.06,-85.84,$19810,$40392,52417.0,645,1,40392.0,19810.0,1611,5800.0,1,100.0,7646,315113.16,41.21281192780538,80.09316355829813,1037.05,1
Jana Howard,41,68,1978,5,Female,1071 Lafayette Street,,Pittsfield,NH,3263,43.3,-71.33,$19781,$40334,65793.0,597,3,40334.0,19781.0,1612,17556.0,3,100.0,12804,670590.3099999999,52.37350124960949,69.37255578878545,1234.08,2
Reed Ortiz,36,65,1984,1,Male,4172 Federal Drive,1344.0,Mesa,AZ,85202,33.38,-111.87,$21053,$42927,132343.0,687,4,42927.0,21053.0,1613,48555.0,4,100.0,13802,456000.97,33.03876032459064,68.25501717108745,881.86,4
Prakash Mitchell,24,69,1995,12,Male,652 Maple Street,,Dayton,OH,45420,39.77,-84.19,$18208,$37122,58984.0,753,4,37122.0,18208.0,1614,52217.0,4,100.0,355,14098.09,39.71292957746479,52.12271858899645,627.16,4
Fiona Jenkins,36,65,1983,5,Female,980 Federal Drive,,Detroit,MI,48209,42.38,-83.1,$9710,$19800,40038.0,682,3,19800.0,9710.0,1615,7950.0,3,100.0,5886,206472.61,35.0785949711179,61.616241728653954,695.49,1
Aydin Miller,49,67,1970,8,Male,468 Park Lane,,Grantham,PA,17027,40.23,-77.02,$21728,$44303,53407.0,696,1,44303.0,21728.0,1616,10600.0,1,100.0,10423,423383.42000000004,40.620111292334265,53.55266209183999,586.29,1
Heaven Kelley,61,71,1958,4,Female,9189 Valley Street,,Utica,NY,13501,43.1,-75.23,$15194,$30984,39222.0,616,4,30984.0,15194.0,1617,26920.0,4,100.0,13353,556729.97,41.69325020594623,70.60585715756712,834.01,2
Casey Carter,45,66,1975,1,Female,471 Eighth Lane,,Morristown,NJ,7960,40.79,-74.47,$55362,$112875,44432.0,709,2,112875.0,55362.0,1618,86203.0,2,51.54344976392933,15601,1657144.8800000001,106.22042689571182,126.16295407801258,1741.38,5
Meredith Moore,28,65,1991,11,Female,5663 Martin Luther King Boulevard,7.0,Mosheim,TN,37818,36.19,-82.95,$14406,$29371,32300.0,715,2,29371.0,14406.0,1619,29652.0,2,100.0,9748,168772.18,17.31351867049651,39.98205737466646,520.25,3
Hunter Perez,35,64,1984,8,Male,4238 Lexington Lane,,Cicero,IL,60804,41.84,-87.75,$13891,$28325,38658.0,822,6,28325.0,13891.0,1620,57120.0,6,67.67857142857143,8553,366844.09,42.89069215479949,54.94446416152629,944.16,4
Julia Morris,52,69,1968,2,Female,38688 First Avenue,,Chicago,IL,60630,41.83,-87.68,$22296,$45462,68494.0,657,5,45462.0,22296.0,1621,97766.0,5,70.05912075772763,23221,444357.33999999997,19.136012230308772,53.649185964870654,984.06,5
Thalia King,32,66,1987,7,Female,767 Park Drive,,Lubbock,TX,79413,33.57,-101.87,$17444,$35565,54634.0,681,3,35565.0,17444.0,1622,20948.0,3,100.0,10148,385721.74,38.009631454473784,80.14939189912505,1049.01,2
Khalid Murphy,18,64,2002,1,Male,3578 Pine Lane,,Concord,NC,28025,35.4,-80.59,$20570,$41940,82593.0,710,1,41940.0,20570.0,1623,20318.0,1,100.0,89,3983.25,44.75561797752809,46.24522447146144,178.06,2
Jaelyn Diaz,61,70,1958,3,Female,4155 Spruce Avenue,,Thorofare,NJ,8086,39.85,-75.18,$28663,$58433,48231.0,696,4,58433.0,28663.0,1624,82417.0,4,58.52069354623439,7520,400804.17,53.298426861702126,100.21436181188304,1375.95,5
Emmitt Kelley,57,69,1962,11,Male,1690 Main Avenue,,Jackson Center,PA,16133,41.27,-80.13,$16809,$34272,39514.0,765,4,34272.0,16809.0,1625,26976.0,4,100.0,8813,252228.66000000003,28.62006808124362,79.25287447618481,1410.48,2
Magnus Sullivan,18,69,2001,9,Male,38 Valley Stream Street,,Saint Petersburg,FL,33704,27.75,-82.64,$34974,$71312,200793.0,741,4,71312.0,34974.0,1626,65533.0,4,100.0,272,22736.6,83.59044117647058,134.06013232856526,1234.54,5
Camilla Macron,49,69,1970,11,Female,6999 Lexington Lane,,Sacramento,CA,95822,38.51,-121.49,$18344,$37401,76201.0,737,4,37401.0,18344.0,1627,69972.0,4,100.0,12182,642533.39,52.744491052372354,99.07899323482457,1680.43,5
Anabelle Cook,18,65,2002,2,Female,303 Lexington Drive,,Pompano Beach,FL,33071,26.23,-80.13,$27916,$56921,115330.0,823,1,56921.0,27916.0,1628,12800.0,1,100.0,111,4730.39,42.616126126126126,94.2069781865821,497.0,1
Allan James,52,60,1967,10,Male,146 Plum Avenue,,Indianapolis,IN,46203,39.77,-86.14,$14691,$29957,60321.0,624,5,29957.0,14691.0,1629,59475.0,5,100.0,20878,452442.32999999996,21.67076970974231,48.89429297820186,1574.81,4
Skylar Perez,51,68,1969,1,Male,6310 El Camino Drive,,Godfrey,IL,62035,38.96,-90.18,$21680,$44206,62813.0,690,1,44206.0,21680.0,1630,15900.0,1,100.0,7691,193939.77999999997,25.216458197893637,64.65117880144368,1128.18,2
Westley Foster,47,57,1973,1,Male,605 Hillside Boulevard,,Abbeville,LA,70510,29.97,-92.12,$18730,$38190,81968.0,652,1,38190.0,18730.0,1631,5200.0,1,100.0,765,37228.729999999996,48.665006535947704,93.23507980813886,660.08,1
Emmaline Fernandez,37,66,1982,4,Female,363 Main Lane,,Blytheville,AR,72315,35.93,-89.92,$16689,$34032,68762.0,769,2,34032.0,16689.0,1632,17300.0,2,100.0,7759,334081.85,43.05733341925506,87.98575403069873,792.62,2
Moises Butler,43,69,1976,6,Male,33 Bayview Avenue,,Fayetteville,NC,28303,35.05,-78.87,$17751,$36189,16988.0,694,3,36189.0,17751.0,1633,35674.0,3,47.62011549027303,10645,593454.99,55.74964678252701,55.73217771004114,935.49,3
Isaiah Fox,51,65,1969,1,Male,1047 Seventh Street,,Jackson,MS,39213,32.32,-90.2,$11061,$22557,63019.0,699,5,22557.0,11061.0,1634,54038.0,5,100.0,16736,334782.87,20.003756572657743,53.69773719941329,771.08,4
Jonas Brown,44,68,1975,11,Male,4169 Fourth Lane,,Camarillo,CA,93010,34.23,-119.07,$27544,$56163,104767.0,671,1,56163.0,27544.0,1635,7500.0,1,100.0,21616,1440480.31,66.63954061806069,80.46216710325876,1657.1,1
Kade Adams,44,71,1975,10,Male,168 Mill Drive,,Vancouver,WA,98684,45.63,-122.52,$22050,$44963,90682.0,705,4,44963.0,22050.0,1636,52521.0,4,100.0,15742,454193.86,28.85236056409605,77.33641203818217,1232.99,4
Byron Cooper,20,68,1999,11,Male,76089 Grant Boulevard,,Sterling Heights,MI,48310,42.58,-83.03,$19200,$39144,55347.0,702,1,39144.0,19200.0,1637,19349.0,1,100.0,2249,72378.87,32.18269008448199,57.03031054660917,875.85,2
Alexandria Brooks,82,67,1937,8,Female,362 Martin Luther King Street,303.0,Grover Hill,OH,45849,41.01,-84.47,$15090,$21815,1597.0,498,5,21815.0,15090.0,1638,43272.0,5,3.6906082455167315,14699,510735.82999999996,34.746297707327024,84.61098904232398,1270.4,4
Maggie Wright,49,70,1971,2,Female,6661 Mill Lane,,Olympia,WA,98516,47.11,-122.76,$24044,$49026,83385.0,718,1,49026.0,24044.0,1639,26.0,1,100.0,10772,57629.65,5.349948941700705,9.390392997188986,134.72,1
Ariel Torres,38,68,1982,1,Male,839 Essex Lane,,Great Falls,MT,59404,47.65,-111.38,$19560,$39882,77817.0,809,4,39882.0,19560.0,1640,66920.0,4,100.0,14506,539570.3699999999,37.19635805873431,82.4666438168589,1196.43,5
Kaitlyn Diaz,59,63,1960,12,Female,265 Ocean Drive,,Katy,TX,77493,29.79,-95.82,$26422,$53878,78143.0,779,4,53878.0,26422.0,1641,52227.0,4,100.0,15365,701665.09,45.6664555808656,113.56245067829103,3675.05,4
Stevie Macron,18,64,2001,9,Female,3371 Madison Boulevard,,Camp Pendleton,CA,92055,33.29,-117.3,$15520,$31644,70064.0,480,1,31644.0,15520.0,1642,7284.0,1,100.0,164,5791.370000000001,35.31323170731708,53.47682925337937,361.05,1
Nataly Mitchell,30,69,1989,4,Female,145 Spruce Street,,Commerce City,CO,80022,39.86,-104.86,$20522,$41839,46226.0,761,4,41839.0,20522.0,1643,70223.0,4,65.82743545561995,11421,399762.93000000005,35.002445495140535,76.66990109998507,892.3,5
Hattie Smith,54,66,1965,3,Female,2571 Plum Avenue,,Palm Bay,FL,32905,27.98,-80.66,$15318,$31240,26005.0,770,5,31240.0,15318.0,1644,48962.0,5,53.112617948613206,22548,975996.77,43.285292265389394,59.48086591698869,1513.74,4
Miranda Evans,80,69,1940,1,Female,221 Catherine Boulevard,,Fleischmanns,NY,12430,42.15,-74.53,$14515,$9766,66.0,732,4,9766.0,14515.0,1645,49087.0,4,0.134455151058325,23715,760165.9400000001,32.0542247522665,53.69852997108129,513.73,4
Thalia Phillips,25,65,1994,8,Female,355 Burns Boulevard,,Sunbury,PA,17801,40.86,-76.78,$16519,$33682,42690.0,793,1,33682.0,16519.0,1646,12191.0,1,100.0,71,4237.770000000001,59.68690140845072,141.41379248818586,735.38,1
Jeremiah Gonzalez,29,66,1990,5,Male,7135 Ninth Lane,,Chestnut Hill,MA,2467,42.31,-71.16,$62177,$126775,28869.0,685,2,126775.0,62177.0,1647,135200.0,2,21.352810650887573,9352,829438.3999999999,88.69101796407185,141.16246614496967,2139.34,5
Elaine Johnson,45,72,1974,5,Female,4173 Wessex Avenue,,Pennington,AL,36916,32.19,-88.05,$17076,$34817,63313.0,586,1,34817.0,17076.0,1648,4500.0,1,100.0,3260,103687.12,31.805865030674845,77.87891090980357,1281.69,1
Ellianna Martin,65,65,1955,2,Female,674 Elm Boulevard,,Blair,NE,68008,41.54,-96.13,$25102,$16889,38489.0,679,5,16889.0,25102.0,1649,81812.0,5,47.04566567251748,7666,623418.67,81.32255022175842,125.85168622977417,1171.47,5
Maren Bennett,25,63,1994,9,Female,212 Lincoln Lane,,Jacksonville,FL,32210,30.33,-81.65,$19617,$40000,127951.0,767,3,40000.0,19617.0,1650,38920.0,3,100.0,7441,270447.68,36.345609461093936,71.99478957712623,1005.05,3
Chaim Barnes,31,71,1988,5,Male,913 Mill Boulevard,,Alstead,NH,3602,43.15,-72.36,$20592,$41986,134162.0,697,1,41986.0,20592.0,1651,15317.0,1,100.0,6269,195514.0,31.18743021215505,42.064276241622075,658.28,2
Brendan Neufelder,23,65,1996,12,Male,2545 Federal Drive,,Jersey City,NJ,7306,40.71,-74.06,$21642,$44128,0.0,760,1,44128.0,21642.0,1652,19612.0,1,0.0,9824,352128.62,35.843711319218244,44.19380892824293,946.33,2
Edward Roberts,23,65,1996,7,Male,16 Jefferson Drive,,Mundelein,IL,60060,42.26,-88.0,$28799,$58721,135065.0,758,1,58721.0,28799.0,1653,10304.0,1,100.0,68,3035.5700000000006,44.640735294117654,43.24399503760358,163.83,1
Joey Taylor,55,68,1964,5,Male,1587 Rose Lane,,Como,MS,38619,34.51,-89.94,$12285,$25051,19465.0,734,4,25051.0,12285.0,1654,40583.0,4,47.9634329645418,20110,372548.0,18.525509696668323,40.91079865147614,1117.52,3
Elizabeth Gomez,20,67,1999,12,Female,12694 Fourth Boulevard,1.0,Yuma,CO,80759,40.12,-102.72,$14242,$29040,36331.0,703,1,29040.0,14242.0,1655,16557.0,1,100.0,92,3562.4400000000005,38.722173913043484,79.08813494293796,712.9,2
Warren Harris,45,67,1974,6,Male,955 Seventh Avenue,,Auburn,AL,36831,32.59,-85.48,$20782,$42379,64124.0,550,1,42379.0,20782.0,1656,18627.0,1,100.0,8296,377068.01,45.45178519768563,84.67872559149133,1076.86,2
Terrance Martinez,59,67,1960,5,Male,6320 East Avenue,,Valley Center,CA,92082,33.25,-116.98,$22727,$46341,78610.0,686,6,46341.0,22727.0,1657,123897.0,6,63.44786395150811,15960,922855.99,57.82305701754386,79.16252466104801,980.23,5
Alec Johnson,20,64,2000,2,Male,8997 Summit Avenue,,Hummelstown,PA,17036,40.26,-76.71,$31040,$63292,145756.0,635,1,63292.0,31040.0,1658,30637.0,1,100.0,96,7270.219999999999,75.73145833333332,96.94842822538828,374.05,3
Emmanuel Richardson,37,68,1983,2,Male,95873 Madison Boulevard,,Cosby,TN,37722,35.81,-83.25,$11755,$23967,3880.0,722,4,23967.0,11755.0,1659,38599.0,4,10.052073887924557,25922,640188.12,24.696710130391175,44.39347995392526,1272.43,3
Mira Collins,41,72,1978,12,Female,691 Valley Drive,,Brunswick,OH,44212,41.24,-81.82,$23559,$48038,83238.0,704,6,48038.0,23559.0,1660,102028.0,6,81.58348688595287,20755,492589.76999999996,23.733547097085037,54.28208249526075,2003.5,5
Cristian Macron,27,65,1992,10,Male,311 Little Creek Boulevard,,San Francisco,CA,94112,37.72,-122.44,$22549,$45973,0.0,777,2,45973.0,22549.0,1661,23997.0,2,0.0,66,3788.44,57.40060606060606,85.16362925637645,491.0,2
Axl Collins,75,65,1945,2,Male,863 Park Drive,63.0,Zebulon,NC,27597,35.82,-78.31,$19485,$22850,17453.0,714,6,22850.0,19485.0,1662,65439.0,6,26.67063983251578,16416,628740.8500000001,38.30049037524367,76.70612561780749,1542.09,4
Maxine Moore,22,63,1998,1,Female,7902 Norfolk Drive,,Essex,MD,21221,39.3,-76.44,$21017,$42856,67954.0,571,1,42856.0,21017.0,1663,7846.0,1,100.0,76,2703.84,35.57684210526316,45.09667755910412,152.88,1
Dennis Turner,22,66,1997,12,Male,7296 Second Lane,,Cynthiana,KY,41031,38.38,-84.29,$17478,$35635,16372.0,713,4,35635.0,17478.0,1664,31872.0,4,51.3679718875502,237,13747.91,58.00805907172996,45.35095727045596,271.28,3
Thea Brown,66,66,1953,5,Female,56 Tenth Boulevard,,Los Angeles,CA,90001,33.97,-118.24,$11649,$24947,1767.0,766,4,24947.0,11649.0,1665,27299.0,4,6.472764570130773,9131,375492.49,41.12282225386048,61.37250772463438,892.55,2
Zara Chen,74,57,1945,4,Female,826 12th Drive,3.0,Santaquin,UT,84655,39.99,-111.81,$18058,$31792,28723.0,647,3,31792.0,18058.0,1666,38942.0,3,73.75840994299215,10555,332380.66000000003,31.4903514921838,83.80462956135685,1460.52,3
Addyson Xi,23,59,1996,8,Female,2478 El Camino Avenue,,Joaquin,TX,75954,31.96,-94.05,$19119,$38983,96098.0,577,1,38983.0,19119.0,1667,8998.0,1,100.0,57,1394.77,24.469649122807017,48.95742586416596,334.66,1
London Fisher,31,67,1988,4,Female,8862 Ninth Avenue,,North Wales,PA,19454,40.21,-75.27,$35861,$73117,73557.0,685,2,73117.0,35861.0,1668,34053.0,2,100.0,13116,579616.97,44.191595760902715,101.85001740314728,2240.41,3
Sylvia Butler,59,66,1960,3,Female,8060 Pine Boulevard,,Providence,RI,2903,41.82,-71.41,$30403,$61991,2151.0,758,4,61991.0,30403.0,1669,21007.0,4,10.239443994858858,16500,788917.1199999999,47.813158787878784,88.6376516836141,1481.11,2
Harlee Mitchell,19,65,2000,3,Female,5709 Little Creek Lane,17.0,Detroit,MI,48223,42.38,-83.1,$15790,$32192,24074.0,686,2,32192.0,15790.0,1670,29340.0,2,82.05180640763463,195,6842.67,35.09061538461538,65.55566669265698,481.63,3
Chris Hill,36,64,1983,11,Male,2352 Bayview Boulevard,10.0,Orlando,FL,32804,28.5,-81.37,$33078,$67444,93513.0,850,1,67444.0,33078.0,1671,18000.0,1,100.0,49261,3376890.45,68.55099267168755,61.215813239338296,862.86,2
Kailyn Parker,22,67,1997,10,Female,6179 Eighth Boulevard,8.0,Standish,ME,4084,43.73,-70.55,$22485,$45846,103277.0,766,1,45846.0,22485.0,1672,95.0,1,100.0,221,4188.98,18.95466063348416,76.979371400817,434.0,1
Perla Chen,81,70,1938,6,Female,7673 Plum Drive,,Tampa,FL,33617,27.95,-82.48,$18881,$28594,1821.0,728,5,28594.0,18881.0,1673,45653.0,5,3.9887849648434934,17126,658076.14,38.42555996730118,80.38166983601025,1329.45,4
Helen Leroux,29,71,1990,10,Female,412 First Boulevard,,Humble,TX,77346,29.99,-95.26,$32943,$67166,123932.0,688,2,67166.0,32943.0,1674,45575.0,2,100.0,8455,673620.79,79.67129390892963,96.21764760474419,1124.23,4
Christian Lonsdale,47,72,1972,5,Male,38318 West Drive,,Dawsonville,GA,30534,34.42,-84.11,$20581,$41965,55700.0,724,2,41965.0,20581.0,1675,21847.0,2,100.0,10769,395943.48,36.766968149317485,85.04638880243013,1002.4,2
Yareli Wilson,47,68,1973,1,Female,965 Wessex Street,,La Habra,CA,90631,33.94,-117.95,$23740,$48406,80441.0,683,3,48406.0,23740.0,1676,49880.0,3,100.0,11009,813362.5,73.88159687528386,80.40894585032873,1258.56,4
Jessie Xi,35,67,1984,11,Female,5223 Lafayette Drive,,Newtown,PA,18940,40.22,-74.93,$50208,$102369,189558.0,738,2,102369.0,50208.0,1677,26.0,2,100.0,3215,32090.760000000002,9.981573872472785,2.6906761328143562,17.98,1
Kaitlyn Martinez,66,67,1953,11,Female,289 Ocean View Avenue,,Miami,FL,33193,25.77,-80.2,$17893,$36481,81550.0,850,6,36481.0,17893.0,1678,84108.0,6,96.95867218338327,17970,1125790.05,62.648305509181974,83.66877262598065,3086.86,5
Westley Lopez,25,63,1994,11,Male,225 Seventh Avenue,,Osseo,MN,55369,45.11,-93.39,$29872,$60910,110864.0,679,2,60910.0,29872.0,1679,18800.0,2,100.0,129,8043.0599999999995,62.34930232558139,120.71922483059315,807.86,2
Kaylee Ward,49,65,1970,11,Female,8893 Littlewood Lane,76.0,Charleston,SC,29403,32.78,-79.99,$17158,$34982,134631.0,765,3,34982.0,17158.0,1680,33194.0,3,100.0,12382,499876.69999999995,40.371240510418346,95.8975892484217,1241.29,3
Abril Martin,79,57,1940,12,Female,2487 Martin Luther King Drive,38.0,Waipahu,HI,96797,21.39,-158.01,$21314,$32232,21134.0,652,5,32232.0,21314.0,1681,39885.0,5,52.9873385984706,10622,424286.1,39.94408774242139,91.95436398299873,2069.79,3
Andrew Turner,37,69,1983,1,Male,9550 Jefferson Street,7.0,West Bloomfield,MI,48322,42.56,-83.38,$32423,$66111,98102.0,771,5,66111.0,32423.0,1682,138409.0,5,70.87833883634734,8991,616461.59,68.56429651874096,113.08000700840616,3669.84,5
Rose Schmidt,81,59,1938,8,Female,97339 Lake Avenue,3.0,Irvington,NY,10533,41.03,-73.86,$74205,$162709,5642.0,542,3,162709.0,74205.0,1683,80815.0,3,6.981377219575574,55278,3309250.7199999997,59.86560150511957,144.00686270497013,2500.79,5
Bryson Peres,46,70,1974,1,Male,3551 Spruce Boulevard,,Des Moines,IA,50313,41.57,-93.61,$18568,$37857,57727.0,800,2,37857.0,18568.0,1684,18800.0,2,100.0,14708,409540.18999999994,27.8447232798477,72.05875290128313,1074.76,2
Amir Leroux,70,66,1949,7,Male,744 Lafayette Street,,Franklin,TX,77856,31.02,-96.48,$17356,$23082,23406.0,638,5,23082.0,17356.0,1685,45564.0,5,51.369502238609435,13496,490740.83999999997,36.36194724362774,82.17756876434802,1389.95,4
Malcolm Masvidal,83,64,1936,6,Male,873 Summit Street,46.0,Brooklyn,NY,11215,40.64,-73.94,$0,$2,0.0,667,6,2.0,0.0,1686,3.0,6,0.0,17348,135518.38,7.811758127738068,22.965215609992363,798.52,1
Lincoln Fox,37,68,1982,9,Male,1723 North Lane,9.0,Stratford,CT,6614,41.2,-73.13,$27589,$56248,149587.0,728,4,56248.0,27589.0,1687,63129.0,4,100.0,19497,655113.53,33.60073498486947,68.13247335774142,1955.79,4
Rose Adams,18,67,2001,3,Female,356 Plum Boulevard,7.0,Lone Star,TX,75668,32.93,-94.7,$15832,$32281,80882.0,630,2,32281.0,15832.0,1688,30401.0,2,100.0,110,4765.129999999999,43.319363636363626,67.73842000032548,340.89,3
Angelo Cook,85,71,1934,5,Male,2 11th Avenue,,Sumter,SC,29153,33.94,-80.39,$14224,$30451,93.0,686,4,30451.0,14224.0,1689,33450.0,4,0.27802690582959644,12215,164744.41,13.487057715923045,34.793662817881504,656.28,3
Yaretzi Cook,85,62,1934,4,Female,7016 Hillside Lane,,Canton,NC,28716,35.54,-82.84,$16248,$28134,2081.0,674,2,28134.0,16248.0,1690,7430.0,2,28.008075370121134,17932,638957.4400000001,35.63224626366273,59.330890422502854,1704.57,1
Susan Diaz,47,65,1972,12,Female,14780 Plum Lane,72.0,Bronx,NY,10463,40.84,-73.87,$25537,$52065,98613.0,828,5,52065.0,25537.0,1691,82181.0,5,100.0,34314,1556099.6800000002,45.34882788366265,79.60293728463539,1744.05,5
Alivia Ryan,32,67,1987,7,Female,2785 Elm Drive,,Garden Grove,CA,92844,33.76,-117.97,$16289,$33212,59638.0,649,1,33212.0,16289.0,1692,7676.0,1,100.0,8389,455569.07,54.305527476457264,97.91813344126145,2169.75,1
Axl Powell,52,65,1967,9,Male,858 Martin Luther King Drive,1.0,North Hollywood,CA,91605,34.2,-118.39,$15239,$31070,86747.0,708,4,31070.0,15239.0,1693,27827.0,4,100.0,11796,648684.24,54.991881993896236,62.07887012371882,1233.27,2
